,Unnamed: 0,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
5071,7573,12271378,JE114885,1/16/2021 19:50,053XX W OAKDALE AVE,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,False,False,2514,25,31.0,19,04B,1140330.0,1919097.0,2021,1/23/2021 15:54,41.93409714,-87.75970703,"(41.934097137, -87.759707034)"
6597,9827,12275303,JE119548,1/21/2021 20:00,066XX W 64TH PL,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,812,8,23.0,64,11,1133246.0,1861021.0,2021,1/28/2021 15:49,41.77485483,-87.78709875,"(41.77485483, -87.787098754)"
7473,11079,12279543,JE121117,1/23/2021 1:30,060XX S LOOMIS BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,713,7,16.0,67,08B,1168032.0,1864656.0,2021,1/30/2021 15:51,41.78415264,-87.65947299,"(41.784152642, -87.659472993)"
16333,23686,12298107,JE148313,2/22/2021 0:01,118XX S EMERALD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,524,5,34.0,53,14,1173446.0,1826470.0,2021,3/1/2021 15:46,41.67924693,-87.6407498,"(41.679246926, -87.640749801)"
4277,6424,12269350,JE112515,1/14/2021 9:00,112XX S PEORIA ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,2233,22,34.0,75,11,1172327.0,1830297.0,2021,1/21/2021 15:51,41.68977344,-87.64473383,"(41.68977344, -87.644733834)"
25480,37029,12319022,JE173623,3/19/2021 16:45,028XX N LINCOLN AVE,460,BATTERY,SIMPLE,STREET,False,False,1932,19,32.0,6,08B,1167554.0,1918982.0,2021,3/26/2021 17:00,41.93323815,-87.6596627,"(41.933238149, -87.659662704)"
726,1057,12266993,JE110021,1/9/2021 21:30,066XX S ARTESIAN AVE,820,THEFT,$500 AND UNDER,STREET,False,False,832,8,16.0,66,6,1161184.0,1860569.0,2021,1/16/2021 15:52,41.77308188,-87.68469351,"(41.773081878, -87.684693512)"
986,1447,12260705,JE102582,1/4/2021 1:16,035XX N HAMLIN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,1732,17,30.0,21,08B,1150433.0,1923186.0,2021,1/16/2021 15:49,41.94512619,-87.72247131,"(41.945126189, -87.722471313)"
34219,49870,12340223,JE199307,4/14/2021 13:30,080XX S EBERHART AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,631,6,6.0,44,08B,1180970.0,1851810.0,2021,4/21/2021 16:52,41.74861386,-87.6124324,"(41.748613864, -87.612432396)"
2761,4149,12260287,JE101988,1/3/2021 10:10,044XX N MARMORA AVE,460,BATTERY,SIMPLE,RESIDENCE,False,False,1622,16,38.0,15,08B,1136213.0,1928945.0,2021,1/16/2021 15:49,41.96119565,-87.77460123,"(41.961195652, -87.774601231)"
31087,45241,12332883,JE190312,4/5/2021 15:58,071XX S PERRY AVE,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,False,False,731,7,6.0,69,04B,1176637.0,1857536.0,2021,4/12/2021 17:33,41.7644252,-87.62813796,"(41.764425201, -87.628137962)"
1542,2283,12267286,JE110189,1/9/2021 22:15,072XX S EBERHART AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,False,True,323,3,6.0,69,04A,1180830.0,1857101.0,2021,1/16/2021 15:52,41.76313616,-87.61278302,"(41.763136157, -87.612783018)"
9672,14118,12281467,JE126597,1/29/2021 11:47,047XX N RACINE AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,1913,19,46.0,3,11,1167458.0,1931502.0,2021,2/5/2021 15:47,41.96759563,-87.65965384,"(41.967595626, -87.65965384)"
28552,41540,12326728,JE182830,3/29/2021 3:20,075XX S CARPENTER ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,612,6,17.0,71,08B,1170618.0,1854867.0,2021,4/5/2021 17:04,41.75723442,-87.65027678,"(41.757234418, -87.650276775)"
4805,7188,12274788,JE113482,1/11/2021 8:00,095XX S MICHIGAN AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,511,5,9.0,49,11,1178831.0,1841781.0,2021,1/23/2021 15:52,41.72114197,-87.62057474,"(41.72114197, -87.62057474)"
22582,32851,12313447,JE166655,3/11/2021 23:00,028XX E 78TH ST,051A,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,False,False,421,4,7.0,43,04A,1196321.0,1853790.0,2021,3/18/2021 16:52,41.75368043,-87.55611632,"(41.753680426, -87.556116324)"
13689,19879,12291189,JE139050,2/11/2021 16:40,010XX W 115TH ST,560,ASSAULT,SIMPLE,RESIDENCE,False,True,2234,22,34.0,75,08A,1171265.0,1828547.0,2021,2/19/2021 15:45,41.68499439,-87.64867275,"(41.684994388, -87.648672746)"
28030,40750,12329402,JE185957,3/25/2021 14:30,050XX W WINDSOR AVE,820,THEFT,$500 AND UNDER,RESIDENCE,False,False,1623,16,45.0,15,6,1142040.0,1929784.0,2021,4/3/2021 17:00,41.96339168,-87.75315688,"(41.96339168, -87.753156883)"
12564,18278,12290953,JE138327,2/10/2021 20:40,030XX E 83RD ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,424,4,7.0,46,08B,1197793.0,1850519.0,2021,2/19/2021 15:45,41.74466795,-87.5508311,"(41.744667949, -87.550831102)"
23646,34367,12315191,JE168830,3/14/2021 13:00,126XX S HALSTED ST,820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,523,5,34.0,53,6,1173297.0,1821020.0,2021,3/21/2021 16:49,41.66429451,-87.64145537,"(41.664294511, -87.641455374)"
25945,37700,12320378,JE175116,3/21/2021 10:35,109XX S EBERHART AVE,430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,RESIDENCE,False,False,513,5,9.0,49,04B,1181516.0,1832562.0,2021,3/28/2021 16:57,41.69578242,-87.61102346,"(41.695782417, -87.611023461)"
19896,28797,12305891,JE157522,3/3/2021 3:00,048XX N SHERIDAN RD,820,THEFT,$500 AND UNDER,APARTMENT,False,False,2024,20,46.0,3,6,1168762.0,1932302.0,2021,3/10/2021 15:48,41.96976262,-87.65483589,"(41.969762615, -87.654835892)"
15329,22254,12298698,JE148868,2/19/2021 16:00,014XX E 57TH ST,520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,COMMERCIAL / BUSINESS OFFICE,False,False,235,2,5.0,41,04A,1187044.0,1867496.0,2021,2/26/2021 15:47,41.79151581,-87.58967838,"(41.791515811, -87.589678383)"
18786,27187,12304758,JE156335,3/1/2021 19:50,054XX N WINTHROP AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,2023,20,48.0,77,08B,1167890.0,1936228.0,2021,3/8/2021 15:55,41.98055458,-87.65792843,"(41.980554579, -87.657928425)"
32763,47741,12336688,JE195095,4/10/2021 6:48,007XX N PINE AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,False,True,1524,15,37.0,25,04A,1139391.0,1904361.0,2021,4/17/2021 17:31,41.89367707,-87.76351768,"(41.893677068, -87.76351768)"
31504,45852,12333444,JE191227,4/6/2021 13:30,075XX S MARSHFIELD AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,611,6,17.0,71,08B,1166654.0,1854607.0,2021,4/13/2021 17:27,41.75660639,-87.66481166,"(41.756606392, -87.664811655)"
27979,40677,12327927,JE184299,3/27/2021 12:00,085XX S COLFAX AVE,890,THEFT,FROM BUILDING,APARTMENT,False,False,423,4,7.0,46,6,1194982.0,1848763.0,2021,4/3/2021 17:04,41.73991902,-87.56118849,"(41.739919024, -87.561188494)"
609,899,12260961,JE102900,1/4/2021 12:03,0000X W TERMINAL ST,460,BATTERY,SIMPLE,AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA,True,False,1652,16,41.0,76,08B,1100726.0,1934289.0,2021,1/16/2021 15:49,41.9764212,-87.90497627,"(41.9764212, -87.904976266)"
24974,36309,12317799,JE172062,3/18/2021 1:00,076XX S COTTAGE GROVE AVE,041A,BATTERY,AGGRAVATED - HANDGUN,GAS STATION,False,False,624,6,6.0,69,04B,1182884.0,1854628.0,2021,3/25/2021 16:55,41.75630253,-87.60533151,"(41.756302533, -87.605331512)"
14913,21655,12295343,JE143635,2/17/2021 9:20,032XX E 87TH ST,560,ASSAULT,SIMPLE,COMMERCIAL / BUSINESS OFFICE,False,False,424,4,10.0,46,08A,1199041.0,1847899.0,2021,2/24/2021 15:49,41.73744724,-87.54634617,"(41.737447244, -87.546346166)"
28035,40757,12325290,JE181002,3/27/2021 0:48,008XX E OAKWOOD BLVD,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,False,False,214,2,4.0,36,04B,1182386.0,1878837.0,2021,4/3/2021 17:04,41.82274571,-87.60640642,"(41.822745713, -87.606406415)"
1653,2465,12262760,JE105015,1/6/2021 13:00,067XX S PAXTON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,331,3,5.0,43,14,1192037.0,1860728.0,2021,1/16/2021 15:49,41.77282397,-87.57159021,"(41.772823971, -87.571590211)"
30970,45062,12332379,JE189833,4/5/2021 6:30,011XX N HUDSON AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1823,18,27.0,8,08B,1172957.0,1908014.0,2021,4/12/2021 17:33,41.90302323,-87.64013303,"(41.903023234, -87.640133025)"
23396,34011,12315071,JE168740,3/13/2021 21:00,068XX W PALATINE AVE,820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,False,False,1611,16,41.0,10,6,1129977.0,1941251.0,2021,3/20/2021 16:52,41.99507382,-87.79724539,"(41.995073819, -87.797245392)"
11866,17260,12287613,JE134659,2/6/2021 19:30,013XX E HYDE PARK BLVD,560,ASSAULT,SIMPLE,APARTMENT,False,False,222,2,4.0,39,08A,1186235.0,1871461.0,2021,2/13/2021 15:48,41.80241524,-87.59251949,"(41.802415236, -87.592519489)"
15645,22685,12297187,JE147271,2/20/2021 18:31,017XX W ALBION AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2432,24,40.0,1,08B,1163638.0,1943893.0,2021,2/27/2021 15:46,42.00167851,-87.67334849,"(42.001678506, -87.673348489)"
30691,44658,12332301,JE189660,4/4/2021 23:03,084XX W CATHERINE AVE,560,ASSAULT,SIMPLE,APARTMENT,False,True,1614,16,41.0,76,08A,1119017.0,1934768.0,2021,4/11/2021 17:07,41.97746494,-87.83770059,"(41.977464942, -87.837700585)"
18977,27482,12304829,JE156433,3/1/2021 22:45,050XX N HARDING AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,SIDEWALK,False,True,1712,17,39.0,14,04A,1149150.0,1933068.0,2021,3/8/2021 15:55,41.97226812,-87.72693012,"(41.972268124, -87.726930121)"
14012,20345,12295342,JE139860,2/12/2021 13:40,0000X S WESTERN AVE,560,ASSAULT,SIMPLE,SMALL RETAIL STORE,False,False,1125,11,27.0,28,08A,1160417.0,1899833.0,2021,2/20/2021 15:48,41.8808427,-87.68642136,"(41.880842701, -87.686421355)"
28735,41816,12328000,JE183442,3/29/2021 16:00,004XX S KILBOURN AVE,430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,APARTMENT,False,False,1131,11,28.0,26,04B,1146462.0,1897548.0,2021,4/5/2021 17:04,41.87484961,-87.73772167,"(41.874849612, -87.737721674)"
14042,20389,12293014,JE141658,2/14/2021 14:30,006XX N MICHIGAN AVE,870,THEFT,POCKET-PICKING,DEPARTMENT STORE,False,False,1834,18,42.0,8,6,1177308.0,1904958.0,2021,2/21/2021 15:48,41.89453984,-87.62424392,"(41.894539838, -87.624243916)"
29181,42450,12331012,JE188115,3/6/2021 0:00,013XX E 72ND PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,324,3,8.0,43,14,1186406.0,1857199.0,2021,4/6/2021 17:00,41.76327509,-87.59234311,"(41.763275088, -87.592343108)"
30169,43870,12331323,JE188576,4/2/2021 21:00,048XX W HADDON AVE,560,ASSAULT,SIMPLE,RESIDENCE,False,True,1531,15,37.0,25,08A,1143845.0,1907214.0,2021,4/9/2021 17:06,41.90142369,-87.74708785,"(41.901423689, -87.747087849)"
12880,18732,12292254,JE140690,2/12/2021 10:00,028XX N PULASKI RD,810,THEFT,OVER $500,OTHER (SPECIFY),False,False,2523,25,31.0,21,6,1149229.0,1918773.0,2021,2/19/2021 15:48,41.93304001,-87.72701151,"(41.933040009, -87.727011509)"
4948,7390,12274992,JE119112,1/10/2021 12:00,017XX W 99TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,2213,22,19.0,72,11,1166381.0,1839044.0,2021,1/23/2021 15:52,41.71390502,-87.66625422,"(41.713905022, -87.666254223)"
20131,29158,12307383,JE159466,3/4/2021 21:00,118XX S UNION AVE,460,BATTERY,SIMPLE,RESIDENCE,True,False,524,5,34.0,53,08B,1173778.0,1826398.0,2021,3/11/2021 15:47,41.67904202,-87.63953667,"(41.679042016, -87.639536668)"
9490,13880,12281237,JE126634,1/29/2021 12:15,021XX W WASHINGTON BLVD,560,ASSAULT,SIMPLE,COMMERCIAL / BUSINESS OFFICE,False,False,1223,12,27.0,28,08A,1162217.0,1900668.0,2021,2/5/2021 15:47,41.88309659,-87.67978855,"(41.883096591, -87.679788546)"
3529,5325,12267963,JE110819,1/12/2021 10:14,056XX W PATTERSON AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1633,16,36.0,15,11,1138058.0,1923703.0,2021,1/19/2021 15:53,41.94677789,-87.76794507,"(41.946777886, -87.767945065)"
19788,28650,12307440,JE159472,3/3/2021 13:30,006XX S INDEPENDENCE BLVD,820,THEFT,$500 AND UNDER,GAS STATION,False,False,1133,11,24.0,27,6,1151362.0,1897011.0,2021,3/10/2021 15:48,41.87328131,-87.71974488,"(41.87328131, -87.71974488)"
27270,39634,12325009,JE180008,3/25/2021 11:04,045XX N Clarendon Ave,810,THEFT,OVER $500,APARTMENT,False,False,1914,19,46.0,3,6,1170099.0,1930297.0,2021,4/1/2021 17:04,41.96423168,-87.64997854,"(41.964231677, -87.649978542)"
3240,4884,12267015,JE109935,1/11/2021 15:30,055XX S SACRAMENTO AVE,454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",ALLEY,True,False,824,8,16.0,63,08B,1157319.0,1867840.0,2021,1/18/2021 16:01,41.79311367,-87.69866502,"(41.793113666, -87.698665015)"
5918,8850,12275934,JE120290,1/3/2021 0:00,044XX N MAGNOLIA AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,1913,19,46.0,3,11,1167113.0,1929578.0,2021,1/26/2021 15:48,41.96232354,-87.66097788,"(41.962323538, -87.660977879)"
26837,38988,12322729,JE177368,3/23/2021 12:35,002XX E CHICAGO AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,HOSPITAL BUILDING / GROUNDS,False,True,1833,18,2.0,8,08B,1178058.0,1905778.0,2021,3/30/2021 16:51,41.89677291,-87.62146443,"(41.896772914, -87.621464432)"
28765,41859,12328077,JE184414,3/29/2021 12:00,008XX W 107TH ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,2233,22,34.0,75,11,1172426.0,1833889.0,2021,4/5/2021 17:04,41.69962828,-87.64426619,"(41.699628276, -87.644266192)"
16440,23843,12298614,JE149022,2/22/2021 16:30,060XX N WASHTENAW AVE,560,ASSAULT,SIMPLE,STREET,False,False,2413,24,40.0,2,08A,1157242.0,1939993.0,2021,3/1/2021 15:46,41.99110962,-87.69698515,"(41.991109623, -87.696985152)"
9351,13693,12284365,JE130662,1/19/2021 18:00,036XX W 61ST PL,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,False,False,823,8,23.0,65,11,1153154.0,1863587.0,2021,2/4/2021 15:49,41.78152616,-87.71405011,"(41.781526159, -87.714050114)"
22174,32215,12312393,JE165458,3/10/2021 23:13,056XX W MADISON ST,460,BATTERY,SIMPLE,STREET,False,False,1513,15,29.0,25,08B,1138805.0,1899458.0,2021,3/17/2021 16:51,41.88023327,-87.76578899,"(41.880233269, -87.765788987)"
21102,30614,12310297,JE163073,3/7/2021 3:00,027XX S INDIANA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,133,1,4.0,35,14,1178044.0,1886556.0,2021,3/14/2021 16:50,41.84402694,-87.62210081,"(41.844026941, -87.622100808)"
31763,46228,12338298,JE197117,3/1/2021 9:00,060XX S SAWYER AVE,820,THEFT,$500 AND UNDER,RESIDENCE,False,False,823,8,23.0,66,6,1155755.0,1864457.0,2021,4/14/2021 17:49,41.78386177,-87.70449082,"(41.783861768, -87.704490821)"
22899,33311,12316941,JE171007,3/12/2021 12:00,054XX W ADAMS ST,820,THEFT,$500 AND UNDER,RESIDENCE,False,False,1522,15,29.0,25,6,1140204.0,1898799.0,2021,3/19/2021 16:51,41.87839939,-87.76066809,"(41.878399386, -87.760668085)"
31887,46403,12334580,JE192734,4/7/2021 14:00,016XX S CHRISTIANA AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,False,1021,10,24.0,29,11,1154307.0,1891454.0,2021,4/14/2021 17:57,41.85797401,-87.70908064,"(41.857974014, -87.709080639)"
25352,36837,12319581,JE174263,3/19/2021 14:00,007XX S HOMAN AVE,890,THEFT,FROM BUILDING,APARTMENT,False,False,1133,11,24.0,27,6,1153827.0,1896359.0,2021,3/26/2021 17:00,41.87144344,-87.71071197,"(41.871443441, -87.710711966)"
10497,15274,12283122,JE128891,2/1/2021 8:15,048XX W JACKSON BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,1533,15,24.0,25,08B,1144100.0,1898231.0,2021,2/8/2021 15:48,41.8767685,-87.7463769,"(41.876768499, -87.746376898)"
8822,12980,12281277,JE126425,1/27/2021 10:30,004XX W 25TH PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,914,9,11.0,34,14,1173422.0,1887289.0,2021,2/3/2021 15:58,41.84614214,-87.63904079,"(41.846142135, -87.639040789)"
27221,39553,12323497,JE178353,3/24/2021 12:48,023XX S WINCHESTER AVE,560,ASSAULT,SIMPLE,ALLEY,False,False,1034,10,25.0,31,08A,1163673.0,1888646.0,2021,3/31/2021 16:59,41.85007658,-87.6747807,"(41.850076583, -87.6747807)"
18542,26802,12302948,JE154179,2/27/2021 15:00,025XX N BURLING ST,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,True,False,1935,19,43.0,7,14,1170842.0,1917168.0,2021,3/6/2021 15:50,41.92818892,-87.64763294,"(41.928188921, -87.647632937)"
30243,43969,12334196,JE192131,4/2/2021 10:00,083XX S COLFAX AVE,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,RESIDENCE,False,False,423,4,7.0,46,10,1194953.0,1850188.0,2021,4/9/2021 17:06,41.74383006,-87.5612479,"(41.743830056, -87.561247901)"
12988,18889,12289911,JE137106,2/9/2021 16:10,008XX W 115TH ST,560,ASSAULT,SIMPLE,GROCERY FOOD STORE,False,False,524,5,34.0,53,08A,1172806.0,1828587.0,2021,2/19/2021 15:45,41.68507041,-87.64303038,"(41.685070409, -87.643030376)"
18794,27201,12303741,JE154992,2/28/2021 11:53,078XX S KINGSTON AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,True,True,421,4,7.0,43,08B,1194547.0,1853577.0,2021,3/11/2021 15:45,41.75313973,-87.56262426,"(41.75313973, -87.562624263)"
9850,14375,12282208,JE127857,1/30/2021 17:36,017XX N MILWAUKEE AVE,860,THEFT,RETAIL THEFT,CONVENIENCE STORE,False,False,1434,14,32.0,24,6,1161583.0,1911630.0,2021,2/6/2021 15:52,41.91319042,-87.68181094,"(41.913190415, -87.68181094)"
19120,27704,12304415,JE155674,3/1/2021 9:02,009XX N WALLER AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,1511,15,29.0,25,08B,1138186.0,1905680.0,2021,3/8/2021 15:55,41.89731844,-87.76791138,"(41.897318443, -87.767911378)"
33131,48280,12337642,JE196294,4/11/2021 13:00,009XX E 133RD ST,810,THEFT,OVER $500,CHA APARTMENT,False,True,533,5,9.0,54,6,1185349.0,1817293.0,2021,4/18/2021 17:28,41.65379312,-87.59746706,"(41.653793121, -87.597467064)"
10657,15493,12284479,JE130140,2/2/2021 10:55,0000X E ROOSEVELT RD,860,THEFT,RETAIL THEFT,DRUG STORE,False,False,123,1,4.0,32,6,1176576.0,1895067.0,2021,2/9/2021 15:47,41.86741494,-87.62723119,"(41.867414944, -87.627231186)"
19869,28761,12310295,JE163061,2/20/2021 15:00,058XX W GEORGE ST,820,THEFT,$500 AND UNDER,STREET,False,False,2514,25,30.0,19,6,1137017.0,1918683.0,2021,3/10/2021 15:46,41.93302126,-87.77189239,"(41.933021258, -87.771892387)"
20347,29494,12307433,JE159509,3/4/2021 23:45,006XX N LONG AVE,560,ASSAULT,SIMPLE,RESIDENCE - PORCH / HALLWAY,False,True,1524,15,37.0,25,08A,1140210.0,1903697.0,2021,3/11/2021 15:47,41.89184001,-87.76052601,"(41.891840006, -87.760526009)"
398,580,12261637,JE103660,1/3/2021 7:41,093XX S RHODES AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,633,6,9.0,49,11,1181547.0,1843080.0,2021,1/16/2021 15:49,41.72464445,-87.61058673,"(41.724644448, -87.610586726)"
23050,33508,12313920,JE167309,3/12/2021 18:54,073XX S WOOD ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,True,False,735,7,17.0,67,14,1165622.0,1856018.0,2021,3/19/2021 16:51,41.76050032,-87.66855379,"(41.760500316, -87.668553792)"
9258,13564,12281523,JE126702,1/28/2021 21:00,067XX S MERRILL AVE,820,THEFT,$500 AND UNDER,APARTMENT,False,True,331,3,5.0,43,6,1191703.0,1860761.0,2021,2/4/2021 15:52,41.77292264,-87.57281347,"(41.772922637, -87.572813474)"
7812,11585,12277626,JE121911,1/24/2021 8:57,044XX N Broadway,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,1913,19,46.0,3,6,1168469.0,1929861.0,2021,1/31/2021 15:48,41.96307079,-87.65598421,"(41.963070794, -87.655984213)"
4574,6862,12270237,JE113648,1/15/2021 15:08,070XX S CALIFORNIA AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,831,8,17.0,66,11,1158924.0,1857821.0,2021,1/22/2021 15:48,41.76558744,-87.69305316,"(41.765587437, -87.693053158)"
28325,41204,12328063,JE184520,3/28/2021 17:44,076XX S SAGINAW AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,421,4,7.0,43,14,1195251.0,1854803.0,2021,4/4/2021 17:01,41.75648663,-87.56000404,"(41.756486632, -87.560004043)"
25657,37281,12319763,JE174445,3/20/2021 15:15,030XX N BROADWAY,430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,True,False,1934,19,44.0,6,04B,1171721.0,1920469.0,2021,3/27/2021 16:58,41.93722767,-87.64430547,"(41.937227668, -87.644305471)"
34143,49763,12342725,JE201873,4/14/2021 20:30,012XX W COLUMBIA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,False,False,2432,24,49.0,1,14,,,2021,4/21/2021 16:52,,,
9268,13576,12284444,JE130456,1/23/2021 10:30,098XX S DREXEL AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,False,511,5,8.0,50,11,1183960.0,1839959.0,2021,2/4/2021 15:49,41.71602412,-87.60184515,"(41.716024121, -87.601845149)"
29690,43185,12333684,JE191117,3/25/2021 12:00,081XX S MARYLAND AVE,890,THEFT,FROM BUILDING,RESIDENCE - PORCH / HALLWAY,False,False,631,6,8.0,44,6,1183321.0,1851145.0,2021,4/8/2021 17:01,41.74673466,-87.60383824,"(41.746734658, -87.60383824)"
1037,1525,12263816,JE106039,1/6/2021 16:00,050XX N SHERIDAN RD,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,2024,20,48.0,3,11,1168713.0,1934087.0,2021,1/16/2021 15:49,41.97466177,-87.65496409,"(41.974661771, -87.654964093)"
16308,23653,12299206,JE149633,2/22/2021 12:00,0000X W MADISON ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,DEPARTMENT STORE,False,False,112,1,42.0,32,11,1176267.0,1900385.0,2021,3/1/2021 15:46,41.88201483,-87.62820517,"(41.882014826, -87.628205173)"
29620,43079,12333224,JE186206,4/1/2021 12:30,007XX W 49TH PL,820,THEFT,$500 AND UNDER,RESIDENCE,False,False,935,9,20.0,61,6,1172163.0,1872044.0,2021,4/8/2021 17:05,41.80433627,-87.64411003,"(41.804336273, -87.644110028)"
10399,15127,12283777,JE129802,2/1/2021 13:00,006XX E MARQUETTE RD,498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,False,True,321,3,20.0,42,04B,1181512.0,1861388.0,2021,2/8/2021 15:48,41.77488441,-87.61015127,"(41.77488441, -87.610151271)"
14704,21351,12294260,JE143266,2/16/2021 16:30,037XX N KENNETH AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,1731,17,45.0,16,08B,1145773.0,1924608.0,2021,2/23/2021 15:48,41.94911813,-87.73956362,"(41.949118133, -87.739563615)"
21001,30468,12308824,JE161248,3/6/2021 18:56,017XX W 79TH ST,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,False,False,611,6,17.0,71,04B,1166302.0,1852315.0,2021,3/13/2021 15:51,41.75032432,-87.66616681,"(41.750324322, -87.666166809)"
4865,7271,12271395,JE114994,1/16/2021 22:50,024XX N KOSTNER AVE,810,THEFT,OVER $500,APARTMENT,False,True,2524,25,31.0,20,6,1146636.0,1915867.0,2021,1/23/2021 15:54,41.9251156,-87.73661498,"(41.925115599, -87.736614981)"
23660,34388,12314897,JE168528,3/14/2021 3:30,077XX S CORNELL AVE,496,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,APARTMENT,False,True,414,4,8.0,43,04B,1188577.0,1854087.0,2021,3/21/2021 16:49,41.75468389,-87.58448538,"(41.754683888, -87.584485383)"
4902,7324,12271322,JE114803,1/16/2021 17:32,080XX S HARVARD AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,False,623,6,17.0,44,08B,1175349.0,1851732.0,2021,1/23/2021 15:54,41.74852721,-87.63303196,"(41.74852721, -87.633031958)"
